Davion Mitchell,0.0,0.0,0.0,0.0,0.1,1.1388888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.238888888888889
Davon Reed,0.0,0.0,0.0,-0.3,0.1,0.0,0.0,1.6,-0.45555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444446
Day'Ron Sharpe,0.0,1.2,0.9111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.111111111111111
De'Aaron Fox,0.0,-0.6,5.6,4.0,4.2,2.5,5.9222222222222225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62222222222222
De'Andre Hunter,0.0,0.0,0.0,0.1,1.7,1.1,2.2777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.177777777777778
De'Anthony Melton,0.0,0.0,1.7,2.2,3.7,4.3277777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.927777777777777
DeAndre Jordan,0.0,1.3,1.5,5.2,5.6,6.2,11.1,12.8,11.5,11.8,9.4,7.1,5.2,3.9,1.9,1.8222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.32222222222224
DeMar DeRozan,0.0,2.3,3.2,2.5,4.7,8.8,4.0,9.9,9.0,9.6,6.3,7.3,7.4,8.8,9.338888888888887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.13888888888889
Dean Wade,0.0,0.0,0.0,0.0,0.2,2.0,2.3,2.5055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0055555555555555
Deandre Ayton,0.0,5.8,3.1,8.4,7.3,6.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.433333333333334
Dejounte Murray,0.0,0.0,3.2,0.0,2.6,3.3,7.3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5
Delon Wright,0.0,0.0,0.0,0.0,0.6,1.1,4.5,4.3,4.4,4.3,3.6,0.6833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.483333333333334
Deni Avdija,0.0,1.2,2.4,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6499999999999995
Dennis Schröder,0.0,-0.7,2.5,2.2,3.7,2.6,2.9,3.6,3.8,2.9,0.9111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.41111111111111
Dennis Smith Jr.,0.0,-0.7,0.0,-0.9,0.6,0.4,1.3666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666666666666665
