,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,PG,SG,SF,PF,C,Player Name
9,2022-23,25.0,CHO,NBA,PG,16.0,437.0,13.6,0.493,0.229,0.097,2.3,10.7,6.3,28.0,3.0,2.1,13.8,16.5,,0.1,0.5,0.6,0.065,,-2.3,2.1,-0.2,0.2,True,False,False,False,False,Dennis Smith Jr.
10,Career,,,NBA,,232.0,5589.0,12.3,0.477,0.304,0.214,2.7,10.9,6.7,28.5,2.3,1.3,16.4,24.3,,-4.9,4.9,0.0,0.0,,-2.0,-0.2,-2.2,-0.2,True,False,False,False,False,Dennis Smith Jr.
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,Dennis Smith Jr.
12,2 seasons,,DAL,NBA,,101.0,2957.0,12.4,0.487,0.336,0.199,2.5,11.0,6.6,27.8,1.9,0.9,16.4,27.2,,-3.1,2.5,-0.5,-0.008,,-1.5,-0.8,-2.3,-0.2,True,False,False,False,False,Dennis Smith Jr.
13,3 seasons,,NYK,NBA,,58.0,1165.0,10.6,0.44,0.274,0.259,3.1,9.6,6.3,29.1,2.4,1.3,16.5,25.1,,-1.9,0.9,-1.1,-0.044,,-3.0,-0.8,-3.8,-0.5,True,False,False,False,False,Dennis Smith Jr.
14,1 season,,POR,NBA,,37.0,638.0,13.2,0.474,0.143,0.339,3.3,12.2,7.6,30.5,3.4,1.9,19.0,18.2,,-0.1,0.5,0.4,0.031,,-2.8,1.2,-1.7,0.1,True,False,False,False,False,Dennis Smith Jr.
15,1 season,,DET,NBA,,20.0,392.0,14.1,0.504,0.4,0.148,3.4,11.8,7.5,28.8,2.5,3.1,14.8,18.8,,0.1,0.5,0.6,0.076,,-0.6,1.3,0.7,0.3,True,False,False,False,False,Dennis Smith Jr.
16,1 season,,CHO,NBA,,16.0,437.0,13.6,0.493,0.229,0.097,2.3,10.7,6.3,28.0,3.0,2.1,13.8,16.5,,0.1,0.5,0.6,0.065,,-2.3,2.1,-0.2,0.2,True,False,False,False,False,Dennis Smith Jr.
0,2022-23,25.0,MIA,NBA,SG,5.0,67.0,7.3,0.393,0.429,0.0,1.7,14.4,7.8,10.1,3.0,4.6,6.7,9.9,,0.0,0.1,0.1,0.055,,-5.9,3.1,-2.9,0.0,False,True,False,False,False,Dru Smith
1,Career,,,NBA,,5.0,67.0,7.3,0.393,0.429,0.0,1.7,14.4,7.8,10.1,3.0,4.6,6.7,9.9,,0.0,0.1,0.1,0.055,,-5.9,3.1,-2.9,0.0,False,True,False,False,False,Dru Smith
0,2010-11,22.0,TOT,NBA,PG,43.0,442.0,7.6,0.406,0.087,0.183,1.8,10.3,6.1,25.5,2.1,0.3,21.5,15.9,,-0.5,0.4,-0.1,-0.016,,-4.5,-0.5,-5.0,-0.3,True,False,False,False,False,Ish Smith
1,2010-11,22.0,HOU,NBA,PG,28.0,329.0,8.8,0.423,0.096,0.12,2.1,12.4,7.2,27.8,2.0,0.4,22.9,15.2,,-0.2,0.3,0.0,0.002,,-3.7,-0.1,-3.8,-0.1,True,False,False,False,False,Ish Smith
2,2010-11,22.0,MEM,NBA,PG,15.0,113.0,4.3,0.366,0.063,0.344,1.0,4.3,2.6,18.8,2.3,0.0,17.8,17.9,,-0.3,0.1,-0.2,-0.066,,-7.0,-1.5,-8.5,-0.2,True,False,False,False,False,Ish Smith
3,2011-12,23.0,TOT,NBA,PG,26.0,234.0,14.1,0.422,0.111,0.123,3.4,13.9,8.6,29.2,3.4,0.7,13.2,19.6,,0.0,0.3,0.3,0.062,,-1.9,2.0,0.1,0.1,True,False,False,False,False,Ish Smith
4,2011-12,23.0,GSW,NBA,PG,6.0,63.0,16.7,0.437,0.167,0.067,3.6,12.6,8.1,24.2,3.3,0.0,3.1,23.3,,0.0,0.0,0.1,0.069,,0.7,2.4,3.1,0.1,True,False,False,False,False,Ish Smith
5,2011-12,23.0,ORL,NBA,PG,20.0,171.0,13.1,0.413,0.078,0.157,3.3,14.4,8.8,31.1,3.5,0.9,18.0,18.2,,0.0,0.3,0.2,0.06,,-2.8,1.8,-1.0,0.0,True,False,False,False,False,Ish Smith
6,2012-13,24.0,TOT,NBA,PG,52.0,516.0,8.5,0.379,0.17,0.044,2.6,10.7,6.6,25.0,2.1,1.3,18.6,17.4,,-0.8,0.4,-0.4,-0.04,,-4.1,0.0,-4.1,-0.3,True,False,False,False,False,Ish Smith
7,2012-13,24.0,ORL,NBA,PG,36.0,378.0,7.2,0.357,0.147,0.06,3.3,10.5,6.9,22.2,1.8,1.2,18.5,17.6,,-0.8,0.2,-0.6,-0.073,,-4.5,-0.7,-5.2,-0.3,True,False,False,False,False,Ish Smith
8,2012-13,24.0,MIL,NBA,PG,16.0,138.0,12.1,0.442,0.233,0.0,0.8,11.3,5.8,32.7,2.9,1.6,18.9,16.7,,0.0,0.2,0.1,0.049,,-3.0,1.8,-1.2,0.0,True,False,False,False,False,Ish Smith
9,2013-14,25.0,PHO,NBA,PG,70.0,1006.0,11.7,0.438,0.082,0.139,3.5,10.9,7.2,26.0,2.4,1.0,17.9,15.9,,0.0,1.0,1.0,0.048,,-2.0,0.6,-1.4,0.2,True,False,False,False,False,Ish Smith
10,2014-15,26.0,TOT,NBA,PG,55.0,832.0,12.3,0.431,0.163,0.155,1.9,11.4,6.5,40.7,2.2,0.6,16.6,24.6,,-0.9,0.8,-0.1,-0.006,,-1.6,-0.9,-2.5,-0.1,True,False,False,False,False,Ish Smith
11,2014-15,26.0,OKC,NBA,PG,30.0,155.0,9.0,0.378,0.111,0.2,3.5,15.0,9.3,25.6,1.3,0.5,15.5,16.1,,-0.1,0.1,0.0,0.014,,-3.1,-0.1,-3.1,0.0,True,False,False,False,False,Ish Smith
12,2014-15,26.0,PHI,NBA,PG,25.0,677.0,13.0,0.439,0.171,0.149,1.5,10.6,5.8,44.1,2.4,0.6,16.7,26.5,,-0.8,0.6,-0.1,-0.01,,-1.3,-1.1,-2.4,-0.1,True,False,False,False,False,Ish Smith
13,2015-16,27.0,TOT,NBA,PG,77.0,2239.0,14.9,0.465,0.176,0.182,2.0,13.3,7.5,38.3,1.9,0.8,14.4,23.9,,0.0,1.3,1.3,0.027,,-0.3,-1.3,-1.6,0.2,True,False,False,False,False,Ish Smith
14,2015-16,27.0,NOP,NBA,PG,27.0,617.0,16.3,0.484,0.145,0.189,2.4,14.5,8.3,39.1,1.9,0.8,15.4,20.9,,0.5,0.4,0.9,0.07,,0.9,-0.5,0.3,0.4,True,False,False,False,False,Ish Smith
15,2015-16,27.0,PHI,NBA,PG,50.0,1622.0,14.4,0.46,0.185,0.18,1.9,12.8,7.1,37.9,1.9,0.8,14.0,25.0,,-0.6,0.9,0.4,0.011,,-0.7,-1.6,-2.3,-0.1,True,False,False,False,False,Ish Smith
16,2016-17,28.0,DET,NBA,PG,81.0,1955.0,14.7,0.477,0.14,0.136,1.1,12.4,6.6,32.5,1.6,1.4,12.4,20.5,,0.9,2.2,3.1,0.076,,-0.5,0.8,0.3,1.1,True,False,False,False,False,Ish Smith
17,2017-18,29.0,DET,NBA,PG,82.0,2043.0,15.4,0.525,0.126,0.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,,2.4,2.0,4.4,0.102,,-0.3,0.3,0.0,1.0,True,False,False,False,False,Ish Smith
18,2018-19,30.0,DET,NBA,PG,56.0,1251.0,11.8,0.485,0.276,0.127,1.9,11.1,6.3,25.4,1.1,0.7,10.6,19.9,,0.5,1.1,1.7,0.064,,-1.6,-0.3,-2.0,0.0,True,False,False,False,False,Ish Smith
19,2019-20,31.0,WAS,NBA,PG,68.0,1787.0,13.9,0.509,0.245,0.125,1.8,12.0,6.7,27.1,1.5,1.5,11.6,19.1,,1.3,0.6,1.9,0.051,,-0.3,-1.0,-1.3,0.3,True,False,False,False,False,Ish Smith
20,2020-21,32.0,WAS,NBA,PG,44.0,924.0,11.6,0.473,0.165,0.111,2.5,14.6,8.6,24.7,1.6,1.2,11.6,15.8,,0.2,0.9,1.1,0.056,,-2.1,0.5,-1.5,0.1,True,False,False,False,False,Ish Smith
21,2021-22,33.0,TOT,NBA,PG,65.0,1126.0,12.5,0.465,0.156,0.056,2.4,11.1,6.8,31.5,2.0,1.8,15.0,20.1,,-0.3,0.9,0.5,0.023,,-2.2,-0.6,-2.9,-0.2,True,False,False,False,False,Ish Smith
22,2021-22,33.0,CHO,NBA,PG,37.0,511.0,9.6,0.434,0.135,0.103,2.2,9.7,5.9,25.9,1.9,1.8,15.7,19.1,,-0.5,0.3,-0.1,-0.011,,-3.7,-0.7,-4.5,-0.3,True,False,False,False,False,Ish Smith
23,2021-22,33.0,WAS,NBA,PG,28.0,615.0,15.0,0.489,0.171,0.02,2.6,12.2,7.5,36.1,2.2,1.8,14.5,20.9,,0.1,0.5,0.7,0.052,,-0.9,-0.6,-1.5,0.1,True,False,False,False,False,Ish Smith
24,2022-23,34.0,DEN,NBA,PG,16.0,145.0,7.1,0.414,0.118,0.039,0.8,11.1,6.0,27.0,1.3,3.8,22.4,20.0,,-0.3,0.1,-0.2,-0.064,,-5.0,-1.1,-6.1,-0.2,True,False,False,False,False,Ish Smith
25,Career,,,NBA,,735.0,14500.0,13.3,0.475,0.17,0.134,2.0,11.9,6.8,30.4,1.8,1.1,13.6,20.2,,2.4,12.0,14.3,0.047,,-1.2,-0.2,-1.5,2.0,True,False,False,False,False,Ish Smith
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,Ish Smith
27,3 seasons,,DET,NBA,,219.0,5249.0,14.3,0.498,0.167,0.137,1.4,11.5,6.3,29.3,1.5,1.0,11.5,20.5,,3.8,5.4,9.1,0.083,,-0.7,0.3,-0.4,2.2,True,False,False,False,False,Ish Smith
28,3 seasons,,WAS,NBA,,140.0,3326.0,13.5,0.497,0.211,0.101,2.1,12.8,7.4,28.1,1.7,1.4,12.2,18.5,,1.6,2.0,3.6,0.052,,-0.9,-0.5,-1.4,0.5,True,False,False,False,False,Ish Smith
29,2 seasons,,PHI,NBA,,75.0,2299.0,14.0,0.453,0.181,0.171,1.8,12.1,6.8,39.8,2.1,0.8,14.9,25.5,,-1.3,1.5,0.2,0.004,,-0.9,-1.5,-2.3,-0.2,True,False,False,False,False,Ish Smith
30,1 season,,PHO,NBA,,70.0,1006.0,11.7,0.438,0.082,0.139,3.5,10.9,7.2,26.0,2.4,1.0,17.9,15.9,,0.0,1.0,1.0,0.048,,-2.0,0.6,-1.4,0.2,True,False,False,False,False,Ish Smith
31,2 seasons,,ORL,NBA,,56.0,549.0,9.0,0.374,0.126,0.09,3.3,11.7,7.5,25.0,2.3,1.1,18.3,17.8,,-0.8,0.5,-0.4,-0.031,,-4.0,0.1,-3.9,-0.3,True,False,False,False,False,Ish Smith
32,1 season,,CHO,NBA,,37.0,511.0,9.6,0.434,0.135,0.103,2.2,9.7,5.9,25.9,1.9,1.8,15.7,19.1,,-0.5,0.3,-0.1,-0.011,,-3.7,-0.7,-4.5,-0.3,True,False,False,False,False,Ish Smith
33,1 season,,OKC,NBA,,30.0,155.0,9.0,0.378,0.111,0.2,3.5,15.0,9.3,25.6,1.3,0.5,15.5,16.1,,-0.1,0.1,0.0,0.014,,-3.1,-0.1,-3.1,0.0,True,False,False,False,False,Ish Smith
34,1 season,,HOU,NBA,,28.0,329.0,8.8,0.423,0.096,0.12,2.1,12.4,7.2,27.8,2.0,0.4,22.9,15.2,,-0.2,0.3,0.0,0.002,,-3.7,-0.1,-3.8,-0.1,True,False,False,False,False,Ish Smith
35,1 season,,NOP,NBA,,27.0,617.0,16.3,0.484,0.145,0.189,2.4,14.5,8.3,39.1,1.9,0.8,15.4,20.9,,0.5,0.4,0.9,0.07,,0.9,-0.5,0.3,0.4,True,False,False,False,False,Ish Smith
36,1 season,,DEN,NBA,,16.0,145.0,7.1,0.414,0.118,0.039,0.8,11.1,6.0,27.0,1.3,3.8,22.4,20.0,,-0.3,0.1,-0.2,-0.064,,-5.0,-1.1,-6.1,-0.2,True,False,False,False,False,Ish Smith
37,1 season,,MIL,NBA,,16.0,138.0,12.1,0.442,0.233,0.0,0.8,11.3,5.8,32.7,2.9,1.6,18.9,16.7,,0.0,0.2,0.1,0.049,,-3.0,1.8,-1.2,0.0,True,False,False,False,False,Ish Smith
38,1 season,,MEM,NBA,,15.0,113.0,4.3,0.366,0.063,0.344,1.0,4.3,2.6,18.8,2.3,0.0,17.8,17.9,,-0.3,0.1,-0.2,-0.066,,-7.0,-1.5,-8.5,-0.2,True,False,False,False,False,Ish Smith
39,1 season,,GSW,NBA,,6.0,63.0,16.7,0.437,0.167,0.067,3.6,12.6,8.1,24.2,3.3,0.0,3.1,23.3,,0.0,0.0,0.1,0.069,,0.7,2.4,3.1,0.1,True,False,False,False,False,Ish Smith
0,2022-23,19.0,HOU,NBA,PF,36.0,1080.0,10.3,0.512,0.527,0.186,4.5,20.6,12.6,4.4,0.8,3.2,10.0,18.1,,0.1,0.9,0.9,0.04,,-2.6,-0.9,-3.5,-0.4,False,False,False,True,False,Jabari Smith Jr.
1,Career,,,NBA,,36.0,1080.0,10.3,0.512,0.527,0.186,4.5,20.6,12.6,4.4,0.8,3.2,10.0,18.1,,0.1,0.9,0.9,0.04,,-2.6,-0.9,-3.5,-0.4,False,False,False,True,False,Jabari Smith Jr.
0,2020-21,20.0,PHO,NBA,PF,27.0,156.0,8.4,0.499,0.34,0.14,5.2,21.4,13.4,3.4,0.3,2.9,11.7,17.1,,-0.1,0.2,0.1,0.022,,-4.8,-1.3,-6.1,-0.2,False,False,False,True,False,Jalen Smith
1,2021-22,21.0,TOT,NBA,PF,51.0,925.0,18.4,0.595,0.349,0.291,12.0,24.5,18.2,3.9,0.8,3.9,9.6,20.3,,1.7,1.1,2.8,0.145,,0.9,-1.4,-0.5,0.3,False,False,False,True,False,Jalen Smith
2,2021-22,21.0,PHO,NBA,PF,29.0,382.0,15.9,0.547,0.285,0.38,15.9,23.0,19.5,2.1,0.8,4.2,12.1,20.5,,0.4,0.7,1.1,0.137,,-1.9,-0.5,-2.3,0.0,False,False,False,True,False,Jalen Smith
3,2021-22,21.0,IND,NBA,PF,22.0,543.0,20.2,0.628,0.39,0.235,9.3,25.5,17.3,5.1,0.8,3.7,7.8,20.1,,1.3,0.4,1.7,0.15,,2.9,-2.1,0.8,0.4,False,False,False,True,False,Jalen Smith
4,2022-23,22.0,IND,NBA,PF,37.0,758.0,15.0,0.546,0.423,0.238,9.8,23.6,16.8,7.4,0.8,4.1,11.9,21.3,,0.3,0.9,1.2,0.074,,-1.2,-0.8,-2.1,0.0,False,False,False,True,False,Jalen Smith
5,Career,,,NBA,,115.0,1839.0,16.2,0.567,0.38,0.257,10.5,23.8,17.2,5.3,0.8,3.9,10.8,20.4,,1.9,2.1,4.0,0.105,,-0.5,-1.2,-1.6,0.2,False,False,False,True,False,Jalen Smith
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,Jalen Smith
7,2 seasons,,IND,NBA,,59.0,1301.0,17.2,0.579,0.41,0.237,9.6,24.4,17.0,6.5,0.8,3.9,10.3,20.8,,1.6,1.3,2.9,0.106,,0.5,-1.3,-0.9,0.4,False,False,False,True,False,Jalen Smith
8,2 seasons,,PHO,NBA,,56.0,538.0,13.7,0.535,0.299,0.316,12.8,22.5,17.8,2.5,0.6,3.8,12.0,19.5,,0.3,0.8,1.2,0.104,,-2.7,-0.7,-3.4,-0.2,False,False,False,True,False,Jalen Smith
0,2022-23,19.0,SAS,NBA,PF,31.0,776.0,10.6,0.509,0.254,0.21,6.7,14.8,10.6,12.8,1.5,1.7,15.1,17.1,,-0.1,0.3,0.1,0.009,,-3.2,-1.1,-4.3,-0.5,False,False,False,True,False,Jeremy Sochan
1,Career,,,NBA,,31.0,776.0,10.6,0.509,0.254,0.21,6.7,14.8,10.6,12.8,1.5,1.7,15.1,17.1,,-0.1,0.3,0.1,0.009,,-3.2,-1.1,-4.3,-0.5,False,False,False,True,False,Jeremy Sochan
0,2021-22,19.0,PHI,NBA,SG,2.0,6.0,26.4,1.0,0.0,0.0,18.9,18.3,18.6,0.0,0.0,30.0,50.0,15.0,,0.0,0.0,0.0,0.138,,8.3,8.7,17.1,0.0,True,True,False,False,False,Jaden Springer
1,2022-23,20.0,PHI,NBA,PG,5.0,15.0,11.5,0.444,0.0,0.286,15.7,22.9,19.4,0.0,0.0,12.4,11.3,26.5,,0.0,0.0,0.0,0.001,,-7.6,0.9,-6.6,0.0,True,True,False,False,False,Jaden Springer
2,Career,,,NBA,,7.0,21.0,15.8,0.507,0.0,0.25,16.7,21.6,19.1,0.0,0.0,17.4,18.4,23.2,,0.0,0.0,0.0,0.04,,-3.0,3.2,0.1,0.0,True,True,False,False,False,Jaden Springer
0,2020-21,23.0,CLE,NBA,PF,40.0,499.0,10.5,0.521,0.184,0.375,5.3,16.6,10.8,7.4,1.7,2.3,12.7,15.8,,0.0,0.5,0.4,0.043,,-4.2,0.0,-4.2,-0.3,False,False,False,True,False,Lamar Stevens
1,2021-22,24.0,CLE,NBA,PF,63.0,1015.0,11.3,0.544,0.204,0.235,5.2,12.5,8.9,6.5,1.5,1.6,10.4,17.1,,0.4,1.2,1.6,0.078,,-3.2,0.3,-2.9,-0.2,False,False,False,True,False,Lamar Stevens
2,2022-23,25.0,CLE,NBA,PF,22.0,502.0,8.2,0.492,0.351,0.194,3.9,16.2,10.1,4.4,0.9,1.7,9.3,14.3,,-0.1,0.7,0.5,0.051,,-3.4,-0.1,-3.5,-0.2,False,False,False,True,False,Lamar Stevens
3,Career,,,NBA,,125.0,2016.0,10.3,0.527,0.233,0.258,4.9,14.4,9.7,6.2,1.4,1.8,10.8,16.1,,0.3,2.4,2.6,0.063,,-3.5,0.1,-3.4,-0.7,False,False,False,True,False,Lamar Stevens
0,2020-21,19.0,DET,NBA,C,68.0,1455.0,16.4,0.597,0.154,0.225,12.0,22.7,17.3,6.3,1.3,5.2,13.0,15.5,,1.9,2.1,4.0,0.132,,-1.6,0.5,-1.1,0.3,False,False,False,False,True,Isaiah Stewart
1,2021-22,20.0,DET,NBA,C,71.0,1816.0,14.0,0.55,0.094,0.21,12.8,24.5,18.4,6.9,0.6,3.9,13.7,14.6,,1.6,1.8,3.4,0.091,,-2.5,-0.8,-3.3,-0.6,False,False,False,False,True,Isaiah Stewart
2,2022-23,21.0,DET,NBA,C,33.0,931.0,13.8,0.584,0.477,0.333,8.0,22.9,15.2,6.1,0.7,2.3,12.1,16.9,,1.0,0.5,1.5,0.079,,-0.4,-1.2,-1.6,0.1,False,False,False,False,True,Isaiah Stewart
3,Career,,,NBA,,172.0,4202.0,14.8,0.575,0.207,0.245,11.5,23.6,17.3,6.5,0.9,4.0,13.1,15.4,,4.5,4.4,9.0,0.102,,-1.7,-0.4,-2.1,-0.2,False,False,False,False,True,Isaiah Stewart
0,2019-20,23.0,CHI,NBA,SF,2.0,6.0,30.7,0.727,0.333,0.333,17.5,0.0,9.2,0.0,0.0,0.0,0.0,24.4,,0.0,0.0,0.0,0.316,,5.7,-1.7,3.9,0.0,False,False,True,False,False,Max Strus
1,2020-21,24.0,MIA,NBA,SF,39.0,507.0,12.1,0.597,0.791,0.128,1.1,8.0,4.6,7.3,1.1,0.4,3.9,18.3,,0.6,0.3,0.9,0.088,,-0.5,-1.7,-2.2,0.0,False,False,True,False,False,Max Strus
2,2021-22,25.0,MIA,NBA,SF,68.0,1587.0,12.7,0.614,0.784,0.094,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,,2.0,1.7,3.6,0.11,,1.4,-0.4,0.9,1.2,False,False,True,False,False,Max Strus
3,2022-23,26.0,MIA,NBA,SF,36.0,1096.0,11.1,0.543,0.692,0.099,2.0,11.5,6.6,9.4,1.2,0.7,7.1,18.8,,0.4,1.0,1.4,0.063,,-1.0,-0.7,-1.7,0.1,False,False,True,False,False,Max Strus
4,Career,,,NBA,,145.0,3196.0,12.1,0.586,0.751,0.102,1.8,11.4,6.6,8.8,1.0,0.9,7.4,18.4,,3.0,3.1,6.1,0.091,,0.2,-0.7,-0.5,1.2,False,False,True,False,False,Max Strus
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,Max Strus
6,3 seasons,,MIA,NBA,,143.0,3190.0,12.1,0.586,0.752,0.101,1.7,11.5,6.6,8.8,1.0,0.9,7.4,18.3,,2.9,3.1,6.0,0.09,,0.2,-0.7,-0.5,1.2,False,False,True,False,False,Max Strus
7,1 season,,CHI,NBA,,2.0,6.0,30.7,0.727,0.333,0.333,17.5,0.0,9.2,0.0,0.0,0.0,0.0,24.4,,0.0,0.0,0.0,0.316,,5.7,-1.7,3.9,0.0,False,False,True,False,False,Max Strus
0,2021-22,20.0,ORL,NBA,PG,48.0,1307.0,8.6,0.455,0.358,0.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,,-3.0,1.3,-1.6,-0.06,,-5.3,-0.2,-5.6,-1.2,True,False,False,False,False,Jalen Suggs
1,2022-23,21.0,ORL,NBA,PG,14.0,405.0,11.9,0.508,0.439,0.226,4.2,8.6,6.4,28.3,2.6,2.1,21.6,23.2,,-0.4,0.4,0.0,0.004,,-2.4,-0.3,-2.7,-0.1,True,False,False,False,False,Jalen Suggs
2,Career,,,NBA,,62.0,1712.0,9.4,0.466,0.376,0.282,2.6,11.0,6.8,25.7,2.3,1.5,19.4,24.8,,-3.4,1.8,-1.6,-0.045,,-4.6,-0.2,-4.9,-1.2,True,False,False,False,False,Jalen Suggs
0,2017-18,22.0,IND,NBA,PG,1.0,2.0,39.8,1.0,0.0,0.0,0.0,56.1,28.2,0.0,0.0,0.0,0.0,22.3,,0.0,0.0,0.0,0.425,,-2.4,9.3,6.9,0.0,True,True,False,False,False,Edmond Sumner
1,2018-19,23.0,IND,NBA,PG,23.0,210.0,7.6,0.443,0.422,0.375,4.9,7.8,6.3,6.3,2.8,2.1,11.8,17.6,,-0.2,0.3,0.1,0.02,,-5.8,0.5,-5.3,-0.2,True,True,False,False,False,Edmond Sumner
2,2019-20,24.0,IND,NBA,SG,31.0,447.0,10.1,0.491,0.373,0.204,2.7,8.5,5.6,16.7,1.6,1.8,12.4,17.3,,-0.1,0.5,0.4,0.047,,-3.1,0.2,-2.9,-0.1,True,True,False,False,False,Edmond Sumner
3,2020-21,25.0,IND,NBA,SG,53.0,861.0,12.7,0.626,0.312,0.294,2.3,9.5,5.9,7.9,1.8,0.9,13.8,18.3,,0.7,0.7,1.4,0.077,,-2.3,-0.5,-2.8,-0.2,True,True,False,False,False,Edmond Sumner
4,2022-23,27.0,BRK,NBA,SG,32.0,471.0,14.2,0.579,0.339,0.345,2.6,8.5,5.7,13.6,2.8,1.1,13.8,21.3,,0.3,0.6,0.9,0.093,,-2.6,0.5,-2.2,0.0,True,True,False,False,False,Edmond Sumner
5,Career,,,NBA,,140.0,1991.0,11.9,0.568,0.342,0.295,2.7,8.9,5.9,11.0,2.1,1.3,13.3,18.7,,0.8,2.1,2.8,0.068,,-2.9,0.0,-2.9,-0.5,True,True,False,False,False,Edmond Sumner
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,Edmond Sumner
7,4 seasons,,IND,NBA,,108.0,1520.0,11.3,0.564,0.344,0.278,2.8,9.0,5.9,10.3,1.9,1.3,13.1,17.9,,0.4,1.5,1.9,0.061,,-3.0,-0.2,-3.2,-0.4,True,True,False,False,False,Edmond Sumner
8,1 season,,BRK,NBA,,32.0,471.0,14.2,0.579,0.339,0.345,2.6,8.5,5.7,13.6,2.8,1.1,13.8,21.3,,0.3,0.6,0.9,0.093,,-2.6,0.5,-2.2,0.0,True,True,False,False,False,Edmond Sumner
0,2022-23,23.0,LAL,NBA,SF,1.0,2.0,2.1,0.0,1.0,0.0,0.0,51.6,26.7,56.5,0.0,0.0,0.0,21.1,,0.0,0.0,0.0,-0.248,,-5.5,2.1,-3.3,0.0,False,False,True,False,False,Cole Swider
1,Career,,,NBA,,1.0,2.0,2.1,0.0,1.0,0.0,0.0,51.6,26.7,56.5,0.0,0.0,0.0,21.1,,0.0,0.0,0.0,-0.248,,-5.5,2.1,-3.3,0.0,False,False,True,False,False,Cole Swider
0,2020-21,25.0,HOU,NBA,SF,70.0,2043.0,13.8,0.576,0.312,0.235,6.6,13.2,9.8,13.2,2.0,1.6,12.4,16.4,,2.2,1.6,3.8,0.088,,-1.6,0.3,-1.4,0.3,False,False,True,True,False,Jae'Sean Tate
1,2021-22,26.0,HOU,NBA,PF,78.0,2056.0,14.3,0.567,0.277,0.252,7.2,15.3,11.2,16.9,1.7,1.8,14.6,19.6,,1.9,1.1,3.0,0.071,,-1.3,-0.5,-1.8,0.1,False,False,True,True,False,Jae'Sean Tate
2,2022-23,27.0,HOU,NBA,SF,3.0,68.0,13.4,0.574,0.25,0.2,12.8,8.0,10.4,22.2,2.1,0.0,18.7,16.3,,0.1,0.0,0.1,0.101,,-1.8,0.7,-1.1,0.0,False,False,True,True,False,Jae'Sean Tate
3,Career,,,NBA,,151.0,4167.0,14.0,0.571,0.293,0.244,7.0,14.2,10.5,15.1,1.8,1.7,13.7,18.0,,4.2,2.7,6.9,0.08,,-1.5,-0.1,-1.6,0.4,False,False,True,True,False,Jae'Sean Tate
0,2017-18,19.0,BOS,NBA,SF,80.0,2443.0,15.2,0.586,0.29,0.309,2.3,15.6,9.0,8.3,1.7,2.0,10.7,19.4,,3.0,4.0,7.1,0.139,,0.0,1.2,1.2,2.0,False,False,True,True,False,Jayson Tatum
1,2018-19,20.0,BOS,NBA,SF,79.0,2455.0,15.1,0.547,0.3,0.22,3.0,17.7,10.4,10.0,1.6,2.1,9.7,22.1,,1.6,3.4,5.0,0.097,,-0.4,0.2,-0.2,1.1,False,False,True,True,False,Jayson Tatum
2,2019-20,21.0,BOS,NBA,PF,66.0,2265.0,20.4,0.567,0.383,0.255,3.1,18.5,10.9,14.5,2.0,2.3,10.2,28.6,,3.2,3.7,6.9,0.146,,3.5,0.6,4.0,3.4,False,False,True,True,False,Jayson Tatum
3,2020-21,22.0,BOS,NBA,SF,64.0,2290.0,21.3,0.576,0.368,0.258,2.4,20.7,11.5,20.3,1.6,1.3,10.4,30.8,,4.1,2.5,6.5,0.137,,4.2,-0.3,3.9,3.4,False,False,True,True,False,Jayson Tatum
4,2021-22,23.0,BOS,NBA,SF,76.0,2731.0,21.8,0.578,0.416,0.3,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,,5.0,4.6,9.6,0.169,,4.3,0.6,4.9,4.8,False,False,True,True,False,Jayson Tatum
5,2022-23,24.0,BOS,NBA,PF,35.0,1291.0,24.9,0.612,0.431,0.405,3.3,20.8,12.1,18.7,1.5,2.0,9.7,32.9,,3.4,1.8,5.2,0.192,,5.3,0.3,5.5,2.4,False,False,True,True,False,Jayson Tatum
6,Career,,,NBA,,400.0,13475.0,19.4,0.576,0.369,0.284,2.9,18.8,10.9,15.3,1.6,1.9,10.4,27.2,,20.3,20.0,40.3,0.143,,2.6,0.4,3.0,17.2,False,False,True,True,False,Jayson Tatum
0,2021-22,22.0,IND,NBA,SG,33.0,714.0,19.0,0.656,0.173,0.232,14.6,12.2,13.4,8.6,1.0,1.0,8.7,15.9,,2.2,0.2,2.4,0.16,,2.2,-2.7,-0.6,0.3,False,True,False,False,False,Terry Taylor
