Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG,SG,SF,PF,C,Player Name,Status
2013-14,21,DEN,NBA,PF,52,789,8.6,0.459,0.367,0.215,4.9,15.2,10.1,4.9,1.4,3.0,14.6,17.7,-0.7,0.7,0.0,0.002,-3.4,-0.4,-3.7,-0.4,False,False,False,True,False,Quincy Miller,Inactive
2014-15,22,TOT,NBA,PF,10,119,7.4,0.338,0.474,0.289,3.7,14.9,9.4,9.8,3.0,3.3,10.5,17.8,-0.2,0.2,-0.1,-0.03,-4.4,0.6,-3.8,-0.1,False,False,False,True,False,Quincy Miller,Inactive
2010-11,22,NOH,NBA,SF,66,734,8.5,0.482,0.278,0.189,3.8,10.8,7.3,5.9,1.3,1.1,7.6,13.7,0.2,0.7,0.9,0.06,-2.4,0.1,-2.3,-0.1,False,True,True,False,False,Quincy Pondexter,Inactive
2011-12,23,MEM,NBA,SF,64,1002,9.4,0.517,0.305,0.222,6.3,8.5,7.3,4.1,1.4,0.4,10.3,13.2,0.9,0.9,1.7,0.082,-1.9,-0.1,-2.0,0.0,False,True,True,False,False,Quincy Pondexter,Inactive
2012-13,24,MEM,NBA,SF,59,1243,11.0,0.565,0.508,0.251,4.0,8.6,6.3,7.6,1.5,0.4,11.2,13.9,1.7,1.5,3.2,0.125,-0.8,0.6,-0.1,0.6,False,True,True,False,False,Quincy Pondexter,Inactive
2013-14,25,MEM,NBA,SG,15,270,10.3,0.52,0.43,0.329,4.4,7.0,5.7,11.0,1.0,0.3,14.2,18.0,0.2,0.2,0.4,0.063,-1.0,-1.0,-2.0,0.0,False,True,True,False,False,Quincy Pondexter,Inactive
2014-15,26,TOT,NBA,"SF,SG",75,1793,9.9,0.55,0.546,0.215,3.4,9.0,6.2,7.7,0.6,1.0,9.4,13.8,2.1,0.8,2.9,0.078,-1.1,-1.0,-2.1,0.0,False,True,True,False,False,Quincy Pondexter,Inactive
2017-18,29,CHI,NBA,SF,23,196,4.0,0.398,0.449,0.347,4.2,10.8,7.4,6.3,2.0,0.9,16.3,15.0,-0.3,0.1,-0.2,-0.047,-7.0,-0.4,-7.4,-0.3,False,True,True,False,False,Quincy Pondexter,Inactive
2018-19,30,SAS,NBA,SF,53,292,13.2,0.641,0.31,0.724,3.0,14.1,8.6,10.6,1.8,0.3,14.5,13.5,0.5,0.3,0.8,0.128,-1.6,0.7,-0.9,0.1,False,True,True,False,False,Quincy Pondexter,Inactive
2016-17,23,TOT,NBA,PG,14,188,11.8,0.579,0.394,0.076,0.6,3.6,2.0,22.8,1.1,0.0,16.0,19.6,0.1,0.1,0.2,0.047,-1.6,-1.5,-3.1,-0.1,True,False,False,False,False,Quinn Cook,Inactive
2017-18,24,GSW,NBA,PG,33,740,12.8,0.593,0.413,0.099,1.6,10.2,6.2,16.6,0.8,0.1,10.8,17.5,1.1,0.4,1.6,0.101,-0.1,-1.5,-1.6,0.1,True,False,False,False,False,Quinn Cook,Inactive
2018-19,25,GSW,NBA,PG,74,1059,13.1,0.565,0.456,0.059,2.3,13.0,7.9,15.2,0.9,0.2,10.0,20.2,1.0,0.8,1.8,0.082,-0.5,-1.6,-2.1,0.0,True,False,False,False,False,Quinn Cook,Inactive
2019-20,26,LAL,NBA,PG,44,508,10.0,0.509,0.397,0.065,2.4,8.5,5.5,13.8,1.1,0.4,13.0,21.0,-0.2,0.5,0.3,0.03,-2.3,-1.4,-3.8,-0.2,True,False,False,False,False,Quinn Cook,Inactive
2020-21,27,TOT,NBA,PG,23,157,12.7,0.531,0.382,0.118,1.4,10.9,6.1,18.3,1.3,0.6,8.9,21.8,0.1,0.1,0.2,0.061,-1.0,-0.2,-1.2,0.0,True,False,False,False,False,Quinn Cook,Inactive
2019-20,23,SAS,NBA,SG,11,78,3.2,0.336,0.294,0.118,1.4,8.3,4.8,17.5,1.8,1.1,21.9,12.7,-0.2,0.0,-0.1,-0.071,-6.4,-1.0,-7.4,-0.1,False,True,False,False,False,Quinndary Weatherspoon,Inactive
2020-21,24,SAS,NBA,SG,20,121,9.6,0.547,0.171,0.457,2.6,7.2,4.8,9.1,3.2,1.4,19.2,18.7,-0.1,0.1,0.1,0.023,-5.8,0.7,-5.0,-0.1,False,True,False,False,False,Quinndary Weatherspoon,Inactive
2021-22,25,GSW,NBA,SG,11,73,12.0,0.647,0.238,0.238,3.1,17.4,10.5,10.1,0.7,1.3,11.5,15.7,0.1,0.1,0.2,0.148,-4.5,0.1,-4.4,0.0,False,True,False,False,False,Quinndary Weatherspoon,Inactive
1982-83,22,CHI,NBA,SG,76,2081,14.1,0.508,0.025,0.28,4.5,8.9,6.7,20.3,1.6,0.3,15.3,24.8,1.3,0.9,2.1,0.049,-0.7,-1.4,-2.1,-0.1,False,True,False,False,False,Quintin Dailey,Inactive
1983-84,23,CHI,NBA,SG,82,2449,15.8,0.531,0.026,0.322,2.8,8.3,5.5,17.6,2.1,0.3,13.6,27.4,1.5,2.2,3.7,0.072,-0.2,-0.5,-0.6,0.8,False,True,False,False,False,Quintin Dailey,Inactive
1984-85,24,CHI,NBA,SG,79,2101,15.2,0.517,0.027,0.226,3.2,8.1,5.7,14.6,1.6,0.1,11.2,27.3,1.4,1.2,2.6,0.059,-0.5,-1.5,-2.1,-0.1,False,True,False,False,False,Quintin Dailey,Inactive
1985-86,25,CHI,NBA,SG,35,723,18.1,0.511,0.017,0.421,3.0,7.8,5.3,15.6,1.5,0.4,10.7,35.1,0.9,0.1,1.0,0.066,0.6,-2.8,-2.2,0.0,False,True,False,False,False,Quintin Dailey,Inactive
1986-87,26,LAC,NBA,SG,49,924,11.8,0.465,0.02,0.316,3.8,6.3,4.9,13.8,2.2,0.5,11.3,27.2,-0.6,0.4,-0.3,-0.014,-3.3,-1.7,-4.9,-0.7,False,True,False,False,False,Quintin Dailey,Inactive
1987-88,27,LAC,NBA,SG,67,1282,16.8,0.505,0.016,0.415,5.0,7.9,6.4,15.5,2.6,0.2,12.1,32.2,0.1,1.2,1.3,0.05,0.1,-0.2,-0.1,0.6,False,True,False,False,False,Quintin Dailey,Inactive
1988-89,28,LAC,NBA,SG,69,1722,16.3,0.511,0.009,0.297,4.3,8.4,6.3,14.2,2.4,0.2,10.1,27.7,1.1,1.0,2.0,0.056,-0.3,-1.0,-1.3,0.3,False,True,False,False,False,Quintin Dailey,Inactive
1989-90,29,SEA,NBA,SG,30,491,10.0,0.459,0.021,0.275,4.1,8.2,6.1,10.3,1.2,0.0,11.2,25.8,-0.1,0.2,0.1,0.012,-3.6,-1.4,-5.0,-0.4,False,True,False,False,False,Quintin Dailey,Inactive
1990-91,30,SEA,NBA,SG,30,299,14.5,0.505,0.006,0.4,4.3,8.5,6.4,8.4,1.2,0.2,9.4,28.3,0.2,0.1,0.3,0.054,-0.2,-2.6,-2.8,0.0,False,True,False,False,False,Quintin Dailey,Inactive
1991-92,31,SEA,NBA,SG,11,98,3.2,0.352,0.027,0.432,2.3,12.0,7.1,5.4,2.6,0.6,18.5,23.2,-0.3,0.1,-0.3,-0.124,-7.3,-1.7,-9.0,-0.2,False,True,False,False,False,Quintin Dailey,Inactive
2004-05,23,LAC,NBA,SG,78,1659,8.9,0.471,0.011,0.295,4.4,10.6,7.6,10.4,1.7,1.0,11.4,13.3,0.4,1.3,1.7,0.05,-3.0,0.3,-2.6,-0.3,False,True,True,False,False,Quinton Ross,Inactive
2005-06,24,LAC,NBA,SF,67,1515,7.4,0.465,0.023,0.244,3.0,9.7,6.5,7.8,1.8,0.8,12.1,11.8,-0.2,1.7,1.6,0.05,-4.0,1.5,-2.5,-0.2,False,True,True,False,False,Quinton Ross,Inactive
2006-07,25,LAC,NBA,SG,81,1700,10.5,0.508,0.026,0.23,4.3,9.1,6.7,8.1,2.2,1.5,7.3,12.2,1.4,1.8,3.2,0.09,-2.4,1.4,-1.0,0.4,False,True,True,False,False,Quinton Ross,Inactive
2007-08,26,LAC,NBA,SG,76,1505,7.6,0.43,0.063,0.179,4.1,9.1,6.6,9.4,1.5,1.6,7.4,12.0,-0.3,1.0,0.7,0.022,-3.6,0.5,-3.2,-0.4,False,True,True,False,False,Quinton Ross,Inactive
2008-09,27,MEM,NBA,SF,68,1164,6.9,0.478,0.34,0.162,3.0,10.4,6.6,6.3,1.5,1.0,11.5,12.6,-0.1,0.7,0.6,0.025,-3.6,0.0,-3.6,-0.5,False,True,True,False,False,Quinton Ross,Inactive
2009-10,28,TOT,NBA,"SF,SG",52,562,3.0,0.393,0.189,0.126,3.5,6.6,5.0,3.0,1.2,0.8,8.6,10.4,-0.4,0.3,-0.1,-0.008,-6.0,-0.4,-6.4,-0.6,False,True,True,False,False,Quinton Ross,Inactive
2010-11,29,NJN,NBA,SF,36,353,3.7,0.437,0.051,0.237,3.3,6.9,5.0,4.3,0.5,1.3,9.7,9.5,-0.1,0.1,0.0,-0.007,-5.3,-0.8,-6.2,-0.4,False,True,True,False,False,Quinton Ross,Inactive
2002-03,21,POR,NBA,PF,53,334,11.2,0.505,0.076,0.169,5.4,13.7,9.6,6.2,2.4,0.2,15.4,20.7,-0.1,0.4,0.2,0.034,-3.4,-0.7,-4.1,-0.2,False,False,True,True,False,Qyntel Woods,Inactive
2003-04,22,POR,NBA,SF,62,673,9.4,0.425,0.122,0.253,8.2,15.8,12.0,11.5,1.7,1.6,16.5,22.2,-0.7,0.5,-0.2,-0.012,-4.1,-0.8,-4.8,-0.5,False,False,True,True,False,Qyntel Woods,Inactive
2004-05,23,MIA,NBA,SF,3,40,7.7,0.417,0.0,0.0,6.1,11.2,8.8,0.0,5.3,0.0,14.3,16.3,-0.1,0.1,0.0,0.024,-6.9,1.3,-5.6,0.0,False,False,True,True,False,Qyntel Woods,Inactive
2005-06,24,NYK,NBA,SF,49,1013,12.4,0.572,0.236,0.299,5.2,17.7,11.4,8.0,1.7,1.1,17.5,15.6,0.7,0.6,1.3,0.061,-0.2,-0.6,-0.8,0.3,False,False,True,True,False,Qyntel Woods,Inactive
2015-16,22,BOS,NBA,SG,36,315,7.7,0.48,0.643,0.071,0.7,12.0,6.2,5.9,2.2,1.0,9.8,15.1,-0.1,0.4,0.3,0.045,-3.1,1.0,-2.1,0.0,False,True,False,False,False,R.J. Hunter,Inactive
2016-17,23,CHI,NBA,SG,3,9,-3.2,0.0,1.0,0.0,0.0,12.1,6.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,-0.088,-7.8,-1.2,-9.0,0.0,False,True,False,False,False,R.J. Hunter,Inactive
2017-18,24,HOU,NBA,SG,5,45,8.5,0.455,0.7,0.1,0.0,12.4,6.3,10.3,3.3,0.0,8.7,22.5,0.0,0.1,0.0,0.022,-5.2,1.9,-3.3,0.0,False,True,False,False,False,R.J. Hunter,Inactive
2018-19,25,BOS,NBA,SG,1,26,21.5,0.612,0.769,0.154,4.1,8.2,6.2,18.0,1.9,0.0,0.0,23.0,0.1,0.0,0.1,0.226,3.2,0.4,3.6,0.0,False,True,False,False,False,R.J. Hunter,Inactive
2021-22,22,CLE,NBA,SG,14,63,8.0,0.38,0.111,0.222,5.4,6.9,6.1,26.1,0.8,0.0,13.2,16.0,0.0,0.0,0.0,0.01,-4.4,-1.5,-5.9,-0.1,False,True,False,False,False,RJ Nembhard Jr.,Inactive
1992-93,27,DAL,NBA,C,20,166,13.5,0.51,0.0,0.878,10.2,22.9,16.0,10.2,2.0,0.8,12.3,15.9,0.2,0.1,0.3,0.086,-2.2,-0.3,-2.6,0.0,False,False,False,False,True,Radisav Ćurčić,Inactive
1998-99,22,DEN,NBA,C,12,387,18.9,0.553,0.24,0.372,9.5,17.9,13.6,3.8,1.2,3.1,5.7,18.6,1.1,0.1,1.2,0.144,2.9,-1.5,1.4,0.3,False,False,False,True,True,Raef LaFrentz,Inactive
1999-00,23,DEN,NBA,C,81,2435,16.3,0.512,0.208,0.268,7.5,21.2,14.3,6.5,0.9,5.0,8.9,19.3,2.9,3.0,5.9,0.116,-0.2,0.4,0.2,1.4,False,False,False,True,True,Raef LaFrentz,Inactive
2000-01,24,DEN,NBA,C,78,2457,17.6,0.544,0.171,0.323,7.6,19.4,13.4,7.3,0.8,5.8,9.5,18.6,4.3,2.5,6.8,0.132,0.1,0.7,0.8,1.8,False,False,False,True,True,Raef LaFrentz,Inactive
2001-02,25,TOT,NBA,C,78,2455,17.9,0.533,0.291,0.164,7.9,19.1,13.3,6.2,1.2,6.3,8.7,19.8,3.6,2.7,6.4,0.125,1.0,0.8,1.8,2.3,False,False,False,True,True,Raef LaFrentz,Inactive
2002-03,26,DAL,NBA,C,69,1611,16.5,0.578,0.226,0.171,8.5,14.0,11.3,5.3,1.1,4.2,7.7,16.9,3.8,2.0,5.8,0.173,0.0,0.6,0.6,1.1,False,False,False,True,True,Raef LaFrentz,Inactive
2003-04,27,BOS,NBA,C,17,328,16.8,0.509,0.323,0.105,10.7,16.8,13.8,13.4,1.3,3.1,7.8,19.5,0.6,0.3,0.9,0.137,0.7,-0.2,0.5,0.2,False,False,False,True,True,Raef LaFrentz,Inactive
2004-05,28,BOS,NBA,PF,80,2196,17.3,0.587,0.327,0.215,8.4,20.8,14.7,7.3,1.0,3.4,8.5,16.9,4.9,2.6,7.5,0.165,1.8,0.1,1.8,2.1,False,False,False,True,True,Raef LaFrentz,Inactive
2005-06,29,BOS,NBA,PF,82,2033,12.0,0.546,0.518,0.136,4.9,19.1,12.2,9.0,0.7,2.7,10.0,14.7,2.2,2.0,4.3,0.101,-0.4,0.2,-0.1,1.0,False,False,False,True,True,Raef LaFrentz,Inactive
2006-07,30,POR,NBA,PF,27,352,8.7,0.441,0.225,0.255,8.7,16.2,12.4,3.7,1.1,2.5,10.3,16.8,-0.1,0.2,0.2,0.021,-4.2,-1.4,-5.6,-0.3,False,False,False,True,True,Raef LaFrentz,Inactive
2007-08,31,POR,NBA,C,39,291,10.4,0.469,0.066,0.311,11.4,15.7,13.6,3.2,2.3,4.5,12.6,12.9,0.1,0.4,0.5,0.085,-4.8,2.1,-2.7,-0.1,False,False,False,True,True,Raef LaFrentz,Inactive
1986-87,22,PHO,NBA,SF,62,711,11.9,0.5,0.151,0.193,6.6,10.1,8.4,9.1,1.8,0.6,13.1,23.6,-0.1,0.5,0.4,0.024,-2.0,-1.9,-3.9,-0.3,False,False,True,False,False,Rafael Addison,Inactive
1991-92,27,NJN,NBA,SF,76,1175,10.9,0.477,0.113,0.176,5.7,9.3,7.4,8.1,1.2,1.4,9.0,17.5,0.8,0.7,1.5,0.063,-1.8,-0.9,-2.7,-0.2,False,False,True,False,False,Rafael Addison,Inactive
1992-93,28,NJN,NBA,SF,68,1164,8.4,0.484,0.083,0.17,4.2,8.2,6.2,6.8,1.0,0.6,12.7,18.2,-0.1,1.0,0.9,0.038,-3.9,-0.9,-4.8,-0.8,False,False,True,False,False,Rafael Addison,Inactive
1994-95,30,DET,NBA,SF,79,1776,11.3,0.521,0.142,0.169,4.4,11.6,8.0,9.9,1.5,1.0,10.8,17.8,0.9,0.6,1.5,0.04,-2.2,-1.0,-3.3,-0.6,False,False,True,False,False,Rafael Addison,Inactive
1995-96,31,CHH,NBA,SF,53,516,9.6,0.489,0.055,0.133,5.8,15.6,10.6,9.2,0.9,1.3,13.4,17.7,0.0,0.2,0.2,0.019,-3.9,-1.0,-4.9,-0.4,False,False,True,False,False,Rafael Addison,Inactive
1996-97,32,CHH,NBA,SF,41,355,10.6,0.476,0.164,0.23,6.7,8.6,7.7,15.5,1.2,0.6,11.2,20.1,0.2,0.1,0.4,0.048,-2.6,-1.7,-4.4,-0.2,False,False,True,False,False,Rafael Addison,Inactive
2004-05,24,TOR,NBA,C,59,736,7.1,0.492,0.017,0.314,8.9,19.7,14.2,3.4,1.5,0.8,20.7,15.6,-0.4,0.7,0.3,0.016,-6.5,-0.8,-7.4,-1.0,False,False,False,False,True,Rafael Araújo,Inactive
2005-06,25,TOR,NBA,C,52,601,4.5,0.385,0.007,0.193,8.4,21.5,14.6,3.7,2.1,0.8,21.1,15.3,-1.2,0.4,-0.8,-0.066,-6.7,-1.0,-7.7,-0.9,False,False,False,False,True,Rafael Araújo,Inactive
2006-07,26,UTA,NBA,C,28,248,8.3,0.463,0.0,0.446,10.8,21.5,16.2,6.1,1.3,0.7,17.9,17.1,-0.1,0.3,0.1,0.027,-4.3,-0.9,-5.2,-0.2,False,False,False,False,True,Rafael Araújo,Inactive
1999-00,23,MIL,NBA,PG,27,361,4.3,0.31,0.147,0.042,1.6,5.8,3.7,26.8,1.7,0.0,23.1,15.5,-0.7,0.0,-0.7,-0.095,-5.0,-2.3,-7.3,-0.5,True,False,False,False,False,Rafer Alston,Inactive
2000-01,24,MIL,NBA,PG,37,288,12.1,0.429,0.357,0.155,1.6,10.6,6.1,34.6,2.4,0.0,18.2,17.2,0.1,0.2,0.3,0.055,-1.6,-0.5,-2.1,0.0,True,False,False,False,False,Rafer Alston,Inactive
2001-02,25,MIL,NBA,PG,50,600,13.9,0.434,0.372,0.152,2.0,11.4,6.9,36.4,2.8,0.2,16.4,19.0,0.3,0.5,0.7,0.059,-0.3,-0.3,-0.7,0.2,True,False,False,False,False,Rafer Alston,Inactive
2002-03,26,TOR,NBA,PG,47,980,14.4,0.51,0.388,0.161,2.3,10.4,6.2,34.0,2.1,1.1,19.3,20.7,0.7,0.5,1.2,0.059,0.2,-1.0,-0.8,0.3,True,False,False,False,False,Rafer Alston,Inactive
2003-04,27,MIA,NBA,PG,82,2581,13.7,0.509,0.568,0.175,1.2,9.1,5.1,24.9,2.4,0.6,13.5,17.3,3.1,2.8,5.9,0.11,0.2,0.7,0.9,1.9,True,False,False,False,False,Rafer Alston,Inactive
2004-05,28,TOR,NBA,PG,80,2717,16.5,0.522,0.399,0.265,1.7,10.1,5.8,31.7,2.2,0.2,13.5,21.2,3.8,1.7,5.5,0.098,1.4,-0.5,0.9,2.0,True,False,False,False,False,Rafer Alston,Inactive
2005-06,29,HOU,NBA,PG,63,2431,12.6,0.475,0.423,0.194,1.8,10.4,6.1,30.8,2.3,0.5,16.4,18.8,0.2,3.1,3.4,0.067,-1.0,0.6,-0.4,1.0,True,False,False,False,False,Rafer Alston,Inactive
2006-07,30,HOU,NBA,PG,82,3040,12.9,0.496,0.519,0.174,1.1,9.5,5.3,24.1,2.2,0.3,13.4,19.4,1.7,4.9,6.6,0.104,-0.7,1.3,0.6,2.0,True,False,False,False,False,Rafer Alston,Inactive
2007-08,31,HOU,NBA,PG,74,2526,13.2,0.492,0.44,0.148,1.3,10.2,5.8,25.2,2.1,0.5,14.0,20.7,1.0,4.0,5.0,0.095,-0.5,1.0,0.5,1.6,True,False,False,False,False,Rafer Alston,Inactive
2008-09,32,TOT,NBA,PG,77,2447,13.8,0.494,0.404,0.254,1.6,8.8,5.3,27.0,2.3,0.3,13.3,19.9,1.7,3.7,5.3,0.104,-0.3,1.1,0.8,1.8,True,False,False,False,False,Rafer Alston,Inactive
2009-10,33,TOT,NBA,PG,52,1421,8.2,0.443,0.377,0.182,1.0,9.7,5.3,20.2,1.9,0.5,16.5,18.8,-1.6,1.2,-0.4,-0.013,-3.3,-0.5,-3.8,-0.6,True,False,False,False,False,Rafer Alston,Inactive
2000-01,24,PHI,NBA,SG,5,30,-0.6,0.357,0.429,0.0,0.0,3.7,1.9,0.0,1.8,0.0,22.2,13.6,-0.1,0.0,-0.1,-0.091,-7.2,-2.2,-9.4,-0.1,False,True,False,False,False,Raja Bell,Inactive
2001-02,25,PHI,NBA,SG,74,890,8.6,0.486,0.183,0.2,4.0,10.1,7.1,13.4,1.3,0.3,15.5,15.9,0.1,1.0,1.1,0.059,-3.6,0.3,-3.3,-0.3,False,True,False,False,False,Raja Bell,Inactive
2002-03,26,DAL,NBA,SG,75,1173,7.9,0.509,0.242,0.161,4.4,9.2,6.8,6.8,2.3,0.5,16.0,10.4,0.5,1.2,1.7,0.069,-3.1,1.4,-1.8,0.1,False,True,False,False,False,Raja Bell,Inactive
2003-04,27,UTA,NBA,SG,82,2020,12.7,0.5,0.206,0.308,3.6,11.3,7.4,10.2,1.7,0.5,10.8,23.6,2.2,1.5,3.7,0.088,-1.2,-0.8,-2.0,0.0,False,True,False,False,False,Raja Bell,Inactive
2004-05,28,UTA,NBA,SG,63,1790,12.2,0.527,0.201,0.225,3.2,10.9,7.0,9.3,1.3,0.4,9.7,20.9,1.6,0.6,2.2,0.06,-1.0,-1.2,-2.2,-0.1,False,True,False,False,False,Raja Bell,Inactive
2005-06,29,PHO,NBA,SG,79,2959,12.9,0.584,0.48,0.157,1.7,7.7,4.7,9.8,1.3,0.5,8.2,16.4,4.7,2.1,6.8,0.11,0.2,0.1,0.2,1.6,False,True,False,False,False,Raja Bell,Inactive
2006-07,30,PHO,NBA,SG,78,2917,12.0,0.562,0.522,0.16,2.0,7.7,5.0,9.5,0.9,0.5,7.5,17.0,4.2,1.6,5.8,0.095,0.5,-0.6,-0.1,1.4,False,True,False,False,False,Raja Bell,Inactive
2007-08,31,PHO,NBA,SG,75,2646,10.5,0.561,0.583,0.121,2.2,9.0,5.9,8.6,1.0,0.7,7.6,14.5,3.0,1.5,4.5,0.082,-0.3,-0.5,-0.8,0.8,False,True,False,False,False,Raja Bell,Inactive
2008-09,32,TOT,NBA,SG,67,2315,10.7,0.548,0.396,0.149,2.2,10.5,6.4,10.1,1.1,0.3,10.6,16.3,2.0,1.6,3.6,0.074,-0.9,-0.4,-1.3,0.4,False,True,False,False,False,Raja Bell,Inactive
2009-10,33,TOT,NBA,SG,6,180,13.8,0.57,0.443,0.049,3.4,11.8,7.6,12.3,1.2,0.9,7.4,17.3,0.3,0.2,0.5,0.131,1.5,1.8,3.3,0.2,False,True,False,False,False,Raja Bell,Inactive
2010-11,34,UTA,NBA,SG,68,2097,8.2,0.528,0.413,0.218,1.8,8.4,5.1,8.3,1.4,0.5,11.0,12.6,1.2,0.5,1.7,0.04,-2.4,-0.7,-3.1,-0.6,False,True,False,False,False,Raja Bell,Inactive
2011-12,35,UTA,NBA,SG,34,796,8.3,0.586,0.5,0.144,0.9,6.3,3.5,7.0,0.9,0.2,10.2,11.6,1.0,0.1,1.1,0.069,-1.8,-0.7,-2.5,-0.1,False,True,False,False,False,Raja Bell,Inactive
2006-07,20,BOS,NBA,PG,78,1831,13.1,0.472,0.064,0.409,4.7,14.6,9.5,26.3,3.6,0.3,20.5,16.5,-0.1,2.6,2.4,0.064,-2.4,2.2,-0.2,0.8,True,False,False,False,False,Rajon Rondo,Inactive
2007-08,21,BOS,NBA,PG,77,2306,15.6,0.515,0.027,0.245,4.3,11.9,8.3,28.2,3.0,0.5,15.7,18.9,2.3,4.9,7.2,0.15,-0.4,2.6,2.1,2.4,True,False,False,False,False,Rajon Rondo,Inactive
2008-09,22,BOS,NBA,PG,80,2642,18.8,0.543,0.063,0.353,4.8,13.9,9.6,39.7,3.0,0.3,19.2,19.2,4.8,5.1,9.9,0.179,1.9,2.1,4.0,4.0,True,False,False,False,False,Rajon Rondo,Inactive
2009-10,23,BOS,NBA,PG,81,2963,19.1,0.54,0.088,0.312,4.3,10.5,7.5,43.7,3.3,0.3,19.3,20.2,4.9,4.7,9.6,0.156,2.2,1.4,3.6,4.2,True,False,False,False,False,Rajon Rondo,Inactive
2010-11,24,BOS,NBA,PG,68,2527,17.1,0.495,0.064,0.197,4.5,9.7,7.2,47.1,3.2,0.3,24.3,18.3,1.8,4.8,6.6,0.126,1.6,1.4,3.1,3.2,True,False,False,False,False,Rajon Rondo,Inactive
2011-12,25,BOS,NBA,PG,53,1957,17.5,0.483,0.073,0.316,3.9,11.2,7.7,52.5,2.6,0.1,22.8,20.7,1.5,3.4,4.9,0.121,1.5,0.6,2.2,2.1,True,False,False,False,False,Rajon Rondo,Inactive
2012-13,26,BOS,NBA,PG,38,1423,18.1,0.516,0.108,0.2,3.7,13.6,8.8,49.3,2.6,0.5,22.6,21.7,1.2,2.0,3.2,0.108,1.6,0.6,2.2,1.5,True,False,False,False,False,Rajon Rondo,Inactive
2013-14,27,BOS,NBA,PG,30,998,15.3,0.461,0.257,0.191,2.4,16.6,9.3,47.7,2.1,0.2,20.7,21.3,0.2,1.0,1.1,0.054,0.3,-0.6,-0.3,0.5,True,False,False,False,False,Rajon Rondo,Inactive
2014-15,28,TOT,NBA,PG,68,2018,13.5,0.448,0.133,0.121,3.9,16.4,10.1,39.3,2.3,0.3,23.6,19.5,-0.7,2.3,1.6,0.037,-1.1,0.3,-0.8,0.6,True,False,False,False,False,Rajon Rondo,Inactive
2015-16,29,SAC,NBA,PG,72,2537,16.9,0.506,0.217,0.192,3.3,15.2,9.3,48.0,2.7,0.3,24.7,18.8,2.3,2.3,4.6,0.087,1.0,0.0,1.0,1.9,True,False,False,False,False,Rajon Rondo,Inactive
2016-17,30,CHI,NBA,PG,69,1843,13.6,0.461,0.237,0.089,4.2,16.6,10.4,37.0,2.7,0.5,22.5,17.8,-0.4,2.7,2.3,0.06,-1.6,1.0,-0.5,0.7,True,False,False,False,False,Rajon Rondo,Inactive
2017-18,31,NOP,NBA,PG,65,1705,15.3,0.522,0.304,0.093,2.0,14.2,8.4,42.2,2.0,0.5,22.7,16.9,1.9,1.7,3.6,0.101,0.0,-0.4,-0.3,0.7,True,False,False,False,False,Rajon Rondo,Inactive
2018-19,32,LAL,NBA,PG,46,1369,12.1,0.473,0.329,0.083,2.6,15.5,9.2,35.5,1.9,0.4,22.1,17.4,-0.2,1.5,1.3,0.047,-1.7,0.2,-1.5,0.2,True,False,False,False,False,Rajon Rondo,Inactive
2019-20,33,LAL,NBA,PG,48,984,12.4,0.494,0.381,0.125,2.6,13.1,7.9,32.9,1.9,0.2,20.8,18.7,0.1,1.3,1.4,0.068,-1.2,-0.1,-1.4,0.2,True,False,False,False,False,Rajon Rondo,Inactive
2020-21,34,TOT,NBA,PG,45,770,13.2,0.544,0.414,0.079,2.7,12.9,7.9,35.3,2.4,0.5,26.2,17.2,0.5,0.8,1.3,0.081,-0.5,0.3,-0.2,0.4,True,False,False,False,False,Rajon Rondo,Inactive
2021-22,35,TOT,NBA,PG,39,697,10.9,0.496,0.5,0.148,2.4,14.4,8.5,33.1,2.1,0.8,26.6,16.0,-0.1,0.8,0.7,0.048,-2.4,0.7,-1.7,0.1,True,False,False,False,False,Rajon Rondo,Inactive
2015-16,24,IND,NBA,PF,1,6,32.0,1.0,0.0,0.0,18.3,0.0,9.1,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.343,5.6,0.9,6.5,0.0,False,False,False,True,False,Rakeem Christmas,Inactive
2016-17,25,IND,NBA,PF,29,219,10.4,0.529,0.0,0.674,13.5,15.2,14.4,2.5,0.7,2.4,12.5,13.1,0.3,0.2,0.5,0.099,-4.0,-1.0,-5.0,-0.2,False,False,False,True,False,Rakeem Christmas,Inactive
1987-88,24,DET,NBA,SG,50,310,5.6,0.384,0.011,0.552,6.3,12.0,9.2,5.7,2.0,0.8,14.9,17.0,-0.5,0.4,-0.1,-0.008,-5.4,0.6,-4.8,-0.2,False,True,True,False,False,Ralph Lewis,Inactive
1988-89,25,CHH,NBA,SF,42,336,10.8,0.492,0.025,0.322,11.0,9.0,10.0,6.4,1.6,0.5,14.8,19.8,-0.1,0.1,0.0,-0.005,-1.7,-1.7,-3.4,-0.1,False,True,True,False,False,Ralph Lewis,Inactive
1989-90,26,TOT,NBA,"SF,SG",7,26,13.2,0.635,0.0,0.286,16.5,9.3,13.1,0.0,1.9,0.0,20.2,16.2,0.0,0.0,0.0,0.088,-1.2,-2.2,-3.5,0.0,False,True,True,False,False,Ralph Lewis,Inactive
